,layer,head,aa,attn_occur_norm
9403,23,10,E,0.8243286
9408,23,10,K,0.89882326
9414,23,10,R,0.9135498
9422,23,11,D,1.4720973
9423,23,11,E,0.720753
9428,23,11,K,0.7612179
9434,23,11,R,0.82941467
9442,23,12,D,0.5439353
9443,23,12,E,0.41855058
9448,23,12,K,0.87237316
9454,23,12,R,0.9021234
9462,23,13,D,0.6644939
9463,23,13,E,0.6644056
9468,23,13,K,0.47752136
9474,23,13,R,0.5486647
9482,23,14,D,0.7691412
9483,23,14,E,0.6984523
9488,23,14,K,0.76098186
9494,23,14,R,0.8320715
9502,23,15,D,0.7534462
9503,23,15,E,0.858894
9508,23,15,K,0.84792954
9514,23,15,R,0.7532909
9522,23,16,D,0.89115536
9523,23,16,E,0.8149912
9528,23,16,K,0.8847533
9534,23,16,R,0.7168688
9542,23,17,D,0.69221294
9543,23,17,E,0.64016944
9548,23,17,K,0.6350044
9554,23,17,R,0.71138346
9562,23,18,D,0.78092754
9563,23,18,E,0.6302097
9568,23,18,K,0.7616639
9574,23,18,R,0.80027604
9582,23,19,D,0.74138397
9583,23,19,E,0.6030396
9588,23,19,K,0.633898
9594,23,19,R,0.73144215
9602,24,0,D,0.63231623
9603,24,0,E,0.6512586
9608,24,0,K,1.2585956
9614,24,0,R,1.4450551
9622,24,1,D,0.8547586
9623,24,1,E,0.7537786
9628,24,1,K,0.66039485
9634,24,1,R,0.67807764
9642,24,2,D,0.7213752
9643,24,2,E,0.7426266
9648,24,2,K,1.0944594
9654,24,2,R,0.8755157
9662,24,3,D,0.5984076
9663,24,3,E,0.42035046
9668,24,3,K,0.5453476
9674,24,3,R,0.7006709
9682,24,4,D,0.7839373
9683,24,4,E,0.63416046
9688,24,4,K,0.6121016
9694,24,4,R,0.6950944
9702,24,5,D,0.58508754
9703,24,5,E,0.55728626
9708,24,5,K,0.5842947
9714,24,5,R,0.6242123
9722,24,6,D,0.92890954
9723,24,6,E,0.84984666
9728,24,6,K,0.8282661
9734,24,6,R,0.861084
9742,24,7,D,0.9468093
9743,24,7,E,0.8849422
9748,24,7,K,0.9005909
9754,24,7,R,0.9243071
9762,24,8,D,1.4402323
9763,24,8,E,0.8692151
9768,24,8,K,0.7453636
9774,24,8,R,0.81484115
9782,24,9,D,0.75798357
9783,24,9,E,0.74398685
9788,24,9,K,0.8377321
9794,24,9,R,1.0062181
9802,24,10,D,0.7303677
9803,24,10,E,0.6472066
9808,24,10,K,0.7105504
9814,24,10,R,0.8917775
9822,24,11,D,0.78508866
9823,24,11,E,0.7939118
9828,24,11,K,1.1618886
9834,24,11,R,0.8682
9842,24,12,D,1.2047327
9843,24,12,E,1.1014106
9848,24,12,K,1.0674651
9854,24,12,R,1.0434371
9862,24,13,D,0.70990795
9863,24,13,E,0.6159781
9868,24,13,K,0.60603505
9874,24,13,R,0.59614295
9882,24,14,D,0.5496426
9883,24,14,E,0.4737677
9888,24,14,K,0.5863619
9894,24,14,R,0.62494844
9902,24,15,D,0.6881342
9903,24,15,E,0.83911324
9908,24,15,K,0.9349381
9914,24,15,R,0.7290918
9922,24,16,D,0.8754582
9923,24,16,E,0.7514351
9928,24,16,K,0.7287326
9934,24,16,R,0.7092755
9942,24,17,D,0.668211
9943,24,17,E,0.83548033
9948,24,17,K,0.89517564
9954,24,17,R,0.87994313
9962,24,18,D,0.4688841
9963,24,18,E,0.5827759
9968,24,18,K,0.89998895
9974,24,18,R,0.75946856
9982,24,19,D,0.95730317
9983,24,19,E,0.6939969
9988,24,19,K,0.5712655
9994,24,19,R,0.5883767
10002,25,0,D,0.6301956
10003,25,0,E,0.59020776
10008,25,0,K,0.5734899
10014,25,0,R,0.6112947
10022,25,1,D,0.5117874
10023,25,1,E,0.50399494
10028,25,1,K,1.2262203
10034,25,1,R,2.5009165
10042,25,2,D,0.4248343
10043,25,2,E,0.27586913
10048,25,2,K,0.38692844
10054,25,2,R,0.42806652
10062,25,3,D,0.574569
10063,25,3,E,0.626687
10068,25,3,K,0.98675376
10074,25,3,R,1.3749332
10082,25,4,D,0.76444566
10083,25,4,E,0.6446952
10088,25,4,K,0.77941567
10094,25,4,R,0.78060126
10102,25,5,D,0.71216345
10103,25,5,E,0.6133569
10108,25,5,K,0.8018234
10114,25,5,R,0.8404642
10122,25,6,D,1.0653942
10123,25,6,E,0.5584228
10128,25,6,K,0.72918344
10134,25,6,R,0.66072935
10142,25,7,D,1.0132811
10143,25,7,E,0.6610669
10148,25,7,K,0.6150183
10154,25,7,R,0.67270666
10162,25,8,D,0.9936346
10163,25,8,E,0.80325675
10168,25,8,K,0.80974585
10174,25,8,R,0.83434707
10182,25,9,D,0.6719677
10183,25,9,E,0.5462738
10188,25,9,K,0.5421054
10194,25,9,R,0.52224624
10202,25,10,D,0.63711673
10203,25,10,E,0.5438937
10208,25,10,K,0.5520071
10214,25,10,R,0.7009072
10222,25,11,D,0.9781226
10223,25,11,E,0.9029691
10228,25,11,K,0.88799536
10234,25,11,R,0.9122667
10242,25,12,D,0.6293787
10243,25,12,E,0.61268604
10248,25,12,K,0.7933016
10254,25,12,R,0.6943945
10262,25,13,D,0.8417624
10263,25,13,E,0.7211639
10268,25,13,K,0.7398354
10274,25,13,R,0.82673246
10282,25,14,D,0.61290944
10283,25,14,E,0.5918212
10288,25,14,K,0.5875694
10294,25,14,R,0.71951115
10302,25,15,D,0.7877193
10303,25,15,E,0.66393465
10308,25,15,K,0.6738965
10314,25,15,R,0.71099585
10322,25,16,D,0.99614733
10323,25,16,E,0.9245979
10328,25,16,K,0.9543153
10334,25,16,R,0.9462811
10342,25,17,D,0.83100706
10343,25,17,E,0.83950174
10348,25,17,K,0.7716972
10354,25,17,R,0.64566416
10362,25,18,D,0.73244977
10363,25,18,E,0.60213983
10368,25,18,K,0.8026376
10374,25,18,R,0.62861997
10382,25,19,D,0.69746757
10383,25,19,E,0.7075786
10388,25,19,K,0.811339
10394,25,19,R,0.7074171
10402,26,0,D,0.7188399
10403,26,0,E,0.68807995
10408,26,0,K,1.3117632
10414,26,0,R,0.6606107
10422,26,1,D,0.65944487
10423,26,1,E,0.7968857
10428,26,1,K,4.7278104
10434,26,1,R,1.7525414
10442,26,2,D,0.6242877
10443,26,2,E,0.588571
10448,26,2,K,0.98733664
10454,26,2,R,1.2896119
10462,26,3,D,0.81362927
10463,26,3,E,0.74999475
10468,26,3,K,0.8579635
10474,26,3,R,0.89616704
10482,26,4,D,1.0025332
10483,26,4,E,0.97472644
10488,26,4,K,0.94137836
10494,26,4,R,0.96327215
10502,26,5,D,1.0290747
10503,26,5,E,0.8924269
10508,26,5,K,0.89360917
10514,26,5,R,0.9620248
10522,26,6,D,0.91641974
10523,26,6,E,0.907237
10528,26,6,K,0.9506322
10534,26,6,R,0.9914549
10542,26,7,D,0.5950584
10543,26,7,E,0.5631166
10548,26,7,K,0.5172127
10554,26,7,R,0.5231297
10562,26,8,D,0.961501
10563,26,8,E,1.3258036
10568,26,8,K,0.5135937
10574,26,8,R,0.49130884
10582,26,9,D,1.3178821
10583,26,9,E,1.2522161
10588,26,9,K,0.64642507
10594,26,9,R,0.6771712
10602,26,10,D,1.3084042
10603,26,10,E,0.91281825
10608,26,10,K,1.0050426
10614,26,10,R,0.98414445
10622,26,11,D,0.9724789
10623,26,11,E,0.87233907
10628,26,11,K,0.9475329
10634,26,11,R,0.9368601
10642,26,12,D,0.82531327
10643,26,12,E,0.71641487
10648,26,12,K,0.6515477
10654,26,12,R,0.67010826
10662,26,13,D,0.6237126
10663,26,13,E,0.6043979
10668,26,13,K,0.6612748
10674,26,13,R,0.8138819
10682,26,14,D,0.9875724
10683,26,14,E,0.95649874
10688,26,14,K,1.016256
10694,26,14,R,0.99367243
10702,26,15,D,0.7527279
10703,26,15,E,0.81277364
10708,26,15,K,0.90874094
10714,26,15,R,0.58891803
10722,26,16,D,0.85089535
10723,26,16,E,0.8572436
10728,26,16,K,0.8983838
10734,26,16,R,0.9215675
10742,26,17,D,1.2795321
10743,26,17,E,1.3460569
10748,26,17,K,0.64688784
10754,26,17,R,0.63548386
10762,26,18,D,1.3493446
10763,26,18,E,1.9547108
10768,26,18,K,0.87818825
10774,26,18,R,0.6929404
10782,26,19,D,0.8531721
10783,26,19,E,0.7270607
10788,26,19,K,0.6850206
10794,26,19,R,0.92726785
10802,27,0,D,0.8217547
10803,27,0,E,0.71082467
10808,27,0,K,1.0404075
10814,27,0,R,0.9437596
10822,27,1,D,0.74275637
10823,27,1,E,0.7304074
10828,27,1,K,0.8121881
10834,27,1,R,0.97799885
10842,27,2,D,1.7183955
10843,27,2,E,1.5692828
10848,27,2,K,0.70382774
10854,27,2,R,0.75473416
10862,27,3,D,0.89594656
10863,27,3,E,0.8557598
10868,27,3,K,0.8541161
10874,27,3,R,0.90077686
10882,27,4,D,0.92550164
10883,27,4,E,0.90274704
10888,27,4,K,0.9141573
10894,27,4,R,0.9874015
10902,27,5,D,0.7781051
10903,27,5,E,0.6732964
10908,27,5,K,0.688681
10914,27,5,R,0.7832179
10922,27,6,D,0.6972237
10923,27,6,E,0.5488665
10928,27,6,K,0.55681396
10934,27,6,R,0.7056208
10942,27,7,D,1.1064173
10943,27,7,E,0.9451228
10948,27,7,K,0.96073747
10954,27,7,R,0.94888175
10962,27,8,D,0.8727773
10963,27,8,E,0.87467074
10968,27,8,K,0.89213216
10974,27,8,R,0.9245353
10982,27,9,D,0.74240977
10983,27,9,E,0.7066306
10988,27,9,K,1.1336571
10994,27,9,R,1.2748643
11002,27,10,D,1.0277506
11003,27,10,E,0.8947153
11008,27,10,K,0.8814547
11014,27,10,R,0.92854965
11022,27,11,D,0.9135741
11023,27,11,E,0.7886093
11028,27,11,K,0.8963826
11034,27,11,R,0.99626786
11042,27,12,D,0.8797671
11043,27,12,E,0.84455687
11048,27,12,K,0.92480457
11054,27,12,R,0.85688174
11062,27,13,D,0.83963895
11063,27,13,E,0.76261675
11068,27,13,K,0.74041384
11074,27,13,R,0.7422586
11082,27,14,D,0.6922531
11083,27,14,E,0.5372263
11088,27,14,K,0.45550936
11094,27,14,R,0.49542683
11102,27,15,D,0.6695672
11103,27,15,E,0.65134364
11108,27,15,K,0.7014442
11114,27,15,R,0.7369426
11122,27,16,D,0.3575776
11123,27,16,E,0.33801103
11128,27,16,K,0.41069287
11134,27,16,R,0.62854195
11142,27,17,D,0.42104715
11143,27,17,E,0.39755797
11148,27,17,K,0.3880269
11154,27,17,R,0.52958757
11162,27,18,D,0.9606017
11163,27,18,E,0.8054665
11168,27,18,K,0.85578096
11174,27,18,R,0.8589161
11182,27,19,D,0.7567363
11183,27,19,E,0.69638723
11188,27,19,K,0.69263786
11194,27,19,R,0.73662263
11202,28,0,D,0.85160476
11203,28,0,E,0.7206023
11208,28,0,K,0.7729365
11214,28,0,R,0.9596722
11222,28,1,D,0.67323935
11223,28,1,E,0.71208566
11228,28,1,K,1.0051517
11234,28,1,R,0.90921
11242,28,2,D,0.98569757
11243,28,2,E,0.9268356
11248,28,2,K,0.87213004
11254,28,2,R,0.91342914
11262,28,3,D,0.6260516
11263,28,3,E,0.5657468
11268,28,3,K,0.57615393
11274,28,3,R,1.0952826
11282,28,4,D,0.7204156
11283,28,4,E,0.6955593
11288,28,4,K,0.77336895
11294,28,4,R,0.85416585
11302,28,5,D,0.71102226
11303,28,5,E,0.64851326
11308,28,5,K,0.7240662
11314,28,5,R,0.8254863
11322,28,6,D,0.8436254
11323,28,6,E,0.97389215
11328,28,6,K,0.942697
11334,28,6,R,1.0306861
11342,28,7,D,4.460677
11343,28,7,E,2.424655
11348,28,7,K,0.5478425
11354,28,7,R,0.4002275
11362,28,8,D,0.6411894
11363,28,8,E,0.64086354
11368,28,8,K,0.73429084
11374,28,8,R,0.8841712
11382,28,9,D,0.5509133
11383,28,9,E,0.41683242
11388,28,9,K,0.75027573
11394,28,9,R,0.4767469
11402,28,10,D,0.9165065
11403,28,10,E,0.91175514
11408,28,10,K,0.90467435
11414,28,10,R,0.96712404
11422,28,11,D,0.91212386
11423,28,11,E,0.8445058
11428,28,11,K,0.9058012
11434,28,11,R,1.010581
11442,28,12,D,0.8276063
11443,28,12,E,0.6606549
11448,28,12,K,0.70997113
11454,28,12,R,0.8374602
11462,28,13,D,0.7905133
11463,28,13,E,0.6878446
11468,28,13,K,0.66716665
11474,28,13,R,0.714282
11482,28,14,D,0.2197313
11483,28,14,E,0.17842944
11488,28,14,K,0.24080203
11494,28,14,R,0.44591123
11502,28,15,D,0.7369966
11503,28,15,E,0.60056823
11508,28,15,K,0.7670345
11514,28,15,R,0.8705955
11522,28,16,D,0.9464411
11523,28,16,E,0.9583187
11528,28,16,K,1.6422007
11534,28,16,R,1.6241533
11542,28,17,D,1.5069637
11543,28,17,E,1.2181875
11548,28,17,K,1.1902486
11554,28,17,R,0.58688927
11562,28,18,D,0.9570592
11563,28,18,E,0.94865185
11568,28,18,K,0.9595763
11574,28,18,R,0.9914668
11582,28,19,D,1.0575868
11583,28,19,E,0.84415317
11588,28,19,K,0.68558085
11594,28,19,R,0.707527
11602,29,0,D,0.8888133
11603,29,0,E,0.8044248
11608,29,0,K,0.77706194
11614,29,0,R,0.8802221
11622,29,1,D,0.41810527
11623,29,1,E,0.40565136
11628,29,1,K,0.41406283
11634,29,1,R,0.40722576
11642,29,2,D,1.0935365
11643,29,2,E,0.9822963
11648,29,2,K,0.899811
11654,29,2,R,0.8888242
11662,29,3,D,0.87004536
11663,29,3,E,0.83147234
11668,29,3,K,0.8573285
11674,29,3,R,0.96444076
11682,29,4,D,1.0209975
11683,29,4,E,1.0485967
11688,29,4,K,1.0231538
11694,29,4,R,1.01066
11702,29,5,D,0.8039846
11703,29,5,E,0.8710123
11708,29,5,K,0.9811415
11714,29,5,R,1.0330689
11722,29,6,D,0.41291445
11723,29,6,E,0.4321748
11728,29,6,K,0.43965787
11734,29,6,R,0.34995845
11742,29,7,D,1.1515528
11743,29,7,E,0.5826724
11748,29,7,K,0.5946538
11754,29,7,R,0.52215016
11762,29,8,D,0.4315976
11763,29,8,E,0.34740075
11768,29,8,K,0.42158005
11774,29,8,R,0.57712716
11782,29,9,D,0.70176154
11783,29,9,E,0.66538775
11788,29,9,K,0.7369145
11794,29,9,R,0.8778014
11802,29,10,D,0.79940486
11803,29,10,E,0.7635148
11808,29,10,K,0.83895063
11814,29,10,R,0.87828183
11822,29,11,D,1.0411036
11823,29,11,E,0.9164897
11828,29,11,K,0.90422815
11834,29,11,R,0.92993027
11842,29,12,D,0.8312614
11843,29,12,E,0.7509147
11848,29,12,K,0.7852858
11854,29,12,R,0.91850996
11862,29,13,D,0.485673
11863,29,13,E,0.4589611
11868,29,13,K,0.5179468
11874,29,13,R,0.7144662
11882,29,14,D,0.9518197
11883,29,14,E,0.96919525
11888,29,14,K,1.1258023
11894,29,14,R,1.1720684
11902,29,15,D,1.8223321
11903,29,15,E,1.8454129
11908,29,15,K,0.57009184
11914,29,15,R,0.630986
11922,29,16,D,0.5268577
11923,29,16,E,0.49937755
11928,29,16,K,1.3076464
11934,29,16,R,0.84100777
11942,29,17,D,1.0992031
11943,29,17,E,0.94212025
11948,29,17,K,0.97480273
11954,29,17,R,0.94476914
11962,29,18,D,0.55649596
11963,29,18,E,0.56915265
11968,29,18,K,0.654587
11974,29,18,R,0.7278396
11982,29,19,D,0.93935585
11983,29,19,E,0.8596853
11988,29,19,K,0.891551
11994,29,19,R,0.95495784
12002,30,0,D,0.56771266
12003,30,0,E,0.5749457
12008,30,0,K,0.5060251
12014,30,0,R,0.53466934
12022,30,1,D,0.8498368
12023,30,1,E,0.6538282
12028,30,1,K,0.6670219
12034,30,1,R,1.0781959
12042,30,2,D,0.8765314
12043,30,2,E,0.8757058
12048,30,2,K,0.9131775
12054,30,2,R,0.9500121
12062,30,3,D,0.81761235
12063,30,3,E,0.68159765
12068,30,3,K,0.73415244
12074,30,3,R,0.8222635
12082,30,4,D,0.7035002
12083,30,4,E,0.81132954
12088,30,4,K,1.0777155
12094,30,4,R,1.0867673
12102,30,5,D,0.20091583
12103,30,5,E,0.26816905
12108,30,5,K,4.0959215
12114,30,5,R,3.6139576
12122,30,6,D,0.8994283
12123,30,6,E,1.0478226
12128,30,6,K,0.93113124
12134,30,6,R,0.87671226
12142,30,7,D,1.5506469
12143,30,7,E,1.1259487
12148,30,7,K,1.1230813
12154,30,7,R,1.0757822
12162,30,8,D,0.4242185
12163,30,8,E,0.39726314
12168,30,8,K,0.63130283
12174,30,8,R,0.83630836
12182,30,9,D,1.7838727
12183,30,9,E,0.6609192
12188,30,9,K,0.35821047
12194,30,9,R,0.37176666
12202,30,10,D,0.8989046
12203,30,10,E,0.75405526
12208,30,10,K,0.77667916
12214,30,10,R,0.8843723
12222,30,11,D,0.9617181
12223,30,11,E,0.9048741
12228,30,11,K,0.9299343
12234,30,11,R,0.995053
12242,30,12,D,1.0776283
12243,30,12,E,0.9296138
12248,30,12,K,0.90884006
12254,30,12,R,0.9306496
12262,30,13,D,0.40216944
12263,30,13,E,0.4524614
12268,30,13,K,0.58947253
12274,30,13,R,0.894154
12282,30,14,D,1.0496562
12283,30,14,E,0.9575896
12288,30,14,K,1.0100943
12294,30,14,R,1.0095589
12302,30,15,D,0.9786481
12303,30,15,E,0.9548001
12308,30,15,K,0.9732597
12314,30,15,R,0.96431845
12322,30,16,D,0.8545331
12323,30,16,E,0.7583488
12328,30,16,K,0.7710758
12334,30,16,R,0.8775396
12342,30,17,D,0.985251
12343,30,17,E,0.9338081
12348,30,17,K,0.9625994
12354,30,17,R,0.99678606
12362,30,18,D,0.8115765
12363,30,18,E,1.2714823
12368,30,18,K,1.2670479
12374,30,18,R,0.6136961
12382,30,19,D,1.128781
12383,30,19,E,0.9845016
12388,30,19,K,0.943294
12394,30,19,R,0.942781
12402,31,0,D,0.87506354
12403,31,0,E,0.8057237
12408,31,0,K,0.8081591
12414,31,0,R,1.2490194
12422,31,1,D,1.3209932
12423,31,1,E,1.1878048
12428,31,1,K,0.96611506
12434,31,1,R,0.99018395
12442,31,2,D,0.32004827
12443,31,2,E,0.43979836
12448,31,2,K,0.6245066
12454,31,2,R,0.7117653
12462,31,3,D,0.9970639
12463,31,3,E,0.989431
12468,31,3,K,1.0141723
12474,31,3,R,1.001373
12482,31,4,D,1.283314
12483,31,4,E,1.3747228
12488,31,4,K,0.5178753
12494,31,4,R,0.44410607
12502,31,5,D,0.94411814
12503,31,5,E,0.9520567
12508,31,5,K,0.9632073
12514,31,5,R,0.9559142
12522,31,6,D,1.0933037
12523,31,6,E,0.791488
12528,31,6,K,0.801433
12534,31,6,R,0.8126829
12542,31,7,D,0.81968564
12543,31,7,E,0.9232319
12548,31,7,K,1.1310798
12554,31,7,R,1.1773196
12562,31,8,D,1.0442415
12563,31,8,E,0.9233637
12568,31,8,K,0.92411506
12574,31,8,R,1.0093136
12582,31,9,D,1.1176254
12583,31,9,E,0.9701891
12588,31,9,K,0.87457746
12594,31,9,R,0.9427236
12602,31,10,D,0.5332966
12603,31,10,E,0.5464028
12608,31,10,K,0.5680717
12614,31,10,R,0.66707003
12622,31,11,D,0.91308254
12623,31,11,E,0.89595985
12628,31,11,K,0.9233431
12634,31,11,R,0.9379981
12642,31,12,D,0.96839243
12643,31,12,E,1.0363884
12648,31,12,K,1.0886683
12654,31,12,R,1.2234267
12662,31,13,D,0.9551583
12663,31,13,E,0.9785608
12668,31,13,K,0.97872865
12674,31,13,R,0.9821494
12682,31,14,D,0.90176946
12683,31,14,E,0.9993827
12688,31,14,K,0.8802921
12694,31,14,R,0.9854538
12702,31,15,D,1.0688117
12703,31,15,E,1.0465348
12708,31,15,K,1.0099244
12714,31,15,R,1.112968
12722,31,16,D,0.7828908
12723,31,16,E,0.8068005
12728,31,16,K,0.7890977
12734,31,16,R,0.89042
12742,31,17,D,0.6804706
12743,31,17,E,0.6757819
12748,31,17,K,0.6694157
12754,31,17,R,0.7181374
12762,31,18,D,0.707463
12763,31,18,E,0.84119457
12768,31,18,K,0.90839106
12774,31,18,R,0.99791944
12782,31,19,D,0.6734137
12783,31,19,E,0.73334104
12788,31,19,K,0.7431766
12794,31,19,R,0.5905433
12802,32,0,D,0.49112532
12803,32,0,E,1.0287386
12808,32,0,K,1.0020956
12814,32,0,R,0.86076915
12822,32,1,D,0.97929984
12823,32,1,E,0.9447026
12828,32,1,K,0.9517904
12834,32,1,R,0.9520946
12842,32,2,D,0.7229953
12843,32,2,E,0.8174471
12848,32,2,K,0.7408089
12854,32,2,R,0.7580894
12862,32,3,D,0.71728593
12863,32,3,E,0.48325002
12868,32,3,K,0.48043197
12874,32,3,R,0.5247461
12882,32,4,D,0.21821807
12883,32,4,E,0.3482441
12888,32,4,K,3.6047022
12894,32,4,R,4.4351606
12902,32,5,D,0.6275519
12903,32,5,E,0.70469815
12908,32,5,K,0.9788009
12914,32,5,R,0.88577753
12922,32,6,D,1.7315228
12923,32,6,E,1.8491052
12928,32,6,K,1.5481135
12934,32,6,R,1.5072228
12942,32,7,D,0.79257524
12943,32,7,E,0.30681467
12948,32,7,K,0.26804918
12954,32,7,R,0.5103957
12962,32,8,D,0.6194475
12963,32,8,E,0.65080154
12968,32,8,K,0.6971453
12974,32,8,R,0.65525824
12982,32,9,D,0.96867764
12983,32,9,E,0.9651533
12988,32,9,K,0.97836953
12994,32,9,R,0.9887983
13002,32,10,D,0.69017816
13003,32,10,E,0.76286364
13008,32,10,K,0.7182563
13014,32,10,R,0.8227177
13022,32,11,D,1.0310357
13023,32,11,E,1.055672
13028,32,11,K,1.0626752
13034,32,11,R,1.0344515
13042,32,12,D,1.054388
13043,32,12,E,1.0795536
13048,32,12,K,1.024149
13054,32,12,R,1.0308201
13062,32,13,D,0.61036295
13063,32,13,E,0.62770545
13068,32,13,K,0.7033898
13074,32,13,R,0.77002853
13082,32,14,D,2.4586458
13083,32,14,E,0.87694246
13088,32,14,K,0.52829206
13094,32,14,R,0.3214347
13102,32,15,D,0.82523036
13103,32,15,E,0.92618763
13108,32,15,K,0.97182214
13114,32,15,R,1.0201056
13122,32,16,D,0.8755552
13123,32,16,E,0.9584404
13128,32,16,K,0.9985019
13134,32,16,R,1.0221958
13142,32,17,D,0.7425039
13143,32,17,E,0.7276957
13148,32,17,K,0.8125004
13154,32,17,R,0.81948316
13162,32,18,D,0.66819483
13163,32,18,E,0.623673
13168,32,18,K,0.68010783
13174,32,18,R,0.86506206
13182,32,19,D,0.57846045
13183,32,19,E,0.5258493
13188,32,19,K,0.56969625
13194,32,19,R,0.9959487
